Position,Control_MNP_III_S56_L002,Control_MNP_II_S55_L002,Control_MNP_I_S54_L002,Only_MNP_C1_S57_L002,Only_MNP_C2_S58_L002,Only_MNP_C3_S59_L002,Only_MNP_C4_S60_L002,Plasmid_Ko_P1_S61_L002,Plasmid_Ko_P2_S62_L002,Plasmid_Ko_P3_S63_L002,Plasmid_Ko_P4_S64_L002,RNP_Cas1_S65_L002,RNP_Cas2_S66_L002,RNP_Cas3_S67_L002,RNP_Cas4_S68_L002
15921836,41,48,45,29,42,43,33,38,56,43,46,48,58,57,49
15921837,41,47,45,30,41,43,33,38,56,43,46,48,58,56,50
15921838,40,47,44,31,41,44,33,38,55,43,46,48,59,57,50
15921839,40,48,44,32,41,45,35,38,55,43,47,47,59,56,50
15921840,40,48,44,32,41,45,35,38,54,43,46,47,58,55,50
15921841,40,48,44,32,41,45,35,38,56,43,47,47,59,54,50
15921842,40,48,45,32,43,45,36,38,56,43,47,47,59,54,50
15921843,42,48,45,32,43,45,36,38,56,43,47,47,59,53,50
15921844,41,48,45,32,43,45,36,39,56,44,47,49,59,54,48
15921845,42,47,44,33,43,45,35,38,56,43,47,50,59,55,48
15921846,42,47,45,33,44,45,35,39,55,42,46,51,59,55,47
15921847,43,46,44,33,44,44,34,39,55,42,46,50,59,55,48
15921848,43,46,44,33,44,44,34,39,55,44,46,50,59,56,48
15921849,42,47,44,33,44,43,35,38,55,44,45,49,59,56,48
15921850,42,47,44,33,47,44,34,38,56,45,46,49,59,58,48
15921851,42,47,44,31,45,44,34,38,55,44,46,49,60,58,46
15921852,41,46,44,32,45,44,34,38,55,43,46,50,60,58,46
15921853,41,46,44,32,45,46,32,37,56,41,46,50,60,59,49
15921854,40,46,45,32,44,45,32,36,54,40,46,50,59,60,49
15921855,42,46,46,32,44,45,32,36,53,39,45,48,60,59,50
15921856,40,45,46,32,44,46,31,36,52,39,45,48,61,60,49
15921857,39,45,45,32,44,48,31,37,51,39,45,48,62,60,52
15921858,39,46,45,32,44,46,31,38,51,39,48,48,62,62,52
15921859,38,45,45,33,45,45,30,38,51,39,48,48,62,63,52
15921860,38,45,45,33,45,45,31,38,52,39,48,48,62,62,51
15921861,38,45,45,33,45,45,30,38,52,39,47,48,60,62,51
15921862,39,45,45,33,44,45,30,36,52,39,46,48,61,62,51
15921863,40,44,45,33,44,45,30,37,52,39,46,48,61,63,51
15921864,41,44,45,33,44,45,29,36,52,39,45,48,62,63,51
15921865,42,44,45,33,44,45,30,35,52,37,45,47,62,63,49
15921866,42,45,45,32,44,45,29,35,52,36,45,47,61,64,49
15921867,43,46,45,30,44,45,28,36,52,36,45,47,61,63,48
15921868,42,46,45,30,44,44,27,35,52,36,46,46,61,63,49
15921869,43,44,44,30,44,44,27,33,52,36,47,46,61,63,49
15921870,43,44,45,30,44,45,27,30,52,36,47,46,61,62,49
15921871,43,46,45,29,44,45,27,30,53,36,47,46,60,62,49
15921872,43,46,44,28,44,45,26,29,53,36,47,46,59,61,47
15921873,43,46,44,28,43,45,26,29,53,36,46,47,59,61,47
15921874,45,46,44,28,41,46,26,29,55,36,45,49,59,63,47
15921875,44,46,45,29,40,46,26,29,55,37,46,48,59,62,47
15921876,44,44,45,30,40,48,26,29,54,36,46,48,59,62,48
15921877,45,44,45,30,40,48,26,29,54,37,46,48,59,62,48
15921878,46,44,47,30,40,48,26,29,55,37,46,49,59,64,49
15921879,46,45,47,31,40,48,26,29,56,38,46,49,60,65,49
15921880,46,45,47,31,40,48,26,28,56,37,47,49,57,65,50
15921881,48,45,48,31,40,50,26,28,56,37,48,50,57,66,50
15921882,48,46,48,31,41,51,27,28,56,37,48,50,56,67,50
15921883,47,45,48,31,41,51,27,28,57,37,48,48,56,67,51
15921884,47,45,48,31,41,51,27,27,56,37,48,48,55,67,52
15921885,47,44,48,30,41,52,27,27,56,38,48,48,56,66,51
15921886,47,44,48,29,40,52,27,27,56,38,46,48,55,66,51
15921887,47,44,48,28,37,52,27,27,57,39,46,47,54,65,51
15921888,47,44,46,28,36,51,28,27,57,38,46,48,56,65,51
15921889,46,44,47,27,36,51,28,28,57,37,45,48,57,65,53
15921890,46,44,47,27,36,51,28,26,57,37,45,48,57,64,52
15921891,45,44,47,27,36,51,28,26,57,36,45,46,58,64,52
15921892,45,43,47,26,36,52,28,26,57,36,46,48,59,63,54
15921893,45,43,47,27,36,52,28,26,56,36,46,48,57,62,54
15921894,45,43,48,27,36,52,28,25,55,36,46,47,57,62,53
15921895,45,43,49,27,35,51,28,24,55,35,46,48,58,62,55
15921896,45,43,45,27,34,52,28,26,55,35,46,49,58,62,55
15921897,45,43,45,26,34,53,28,26,55,36,48,48,57,60,55
15921898,44,42,45,26,33,54,28,26,57,39,48,48,56,59,54
15921899,43,42,45,26,33,54,29,26,57,38,48,48,56,61,54
15921900,43,42,46,26,33,54,28,26,56,40,48,49,56,62,54
15921901,43,42,46,27,34,56,27,26,55,38,49,48,57,62,54
15921902,43,41,46,27,34,56,27,26,55,39,49,48,57,62,52
15921903,45,41,46,27,34,55,27,25,55,37,49,48,58,62,53
15921904,44,42,46,28,34,55,26,25,54,37,48,48,58,63,53
15921905,43,42,46,28,33,55,26,25,53,37,49,46,59,64,52
15921906,43,42,46,27,33,56,26,25,52,36,49,46,58,63,52
15921907,42,43,46,28,33,56,26,25,51,36,47,46,58,64,50
15921908,43,42,46,27,33,57,25,23,51,36,47,46,59,64,50
15921909,43,42,47,27,33,59,25,23,51,36,47,46,59,64,50
15921910,43,42,47,27,33,58,25,23,52,36,46,46,59,66,49
15921911,42,43,49,27,33,58,26,24,52,36,46,46,58,66,50
15921912,41,44,49,27,33,59,26,25,52,37,46,46,59,66,50
15921913,42,44,49,28,35,59,26,24,53,38,46,48,61,67,50
15921914,42,44,49,29,35,59,26,24,53,38,45,48,61,67,50
15921915,41,44,49,29,35,59,26,23,54,39,43,48,63,66,50
15921916,43,43,48,30,32,59,26,23,51,40,42,48,63,67,50
15921917,45,43,48,30,32,58,26,23,51,40,41,48,62,67,50
15921918,45,41,48,30,33,58,26,24,51,40,41,48,62,67,51
15921919,46,40,48,30,34,58,26,24,51,40,41,48,61,67,51
15921920,45,39,48,29,35,58,26,24,51,39,40,48,61,68,51
15921921,45,40,49,29,35,58,28,24,52,38,40,47,60,67,51
15921922,44,38,48,29,35,57,28,25,53,38,40,46,60,66,52
15921923,44,38,48,30,35,57,28,25,53,38,40,46,60,66,52
15921924,44,38,49,30,35,57,27,26,52,38,41,45,59,69,53
15921925,44,38,48,31,36,57,26,24,52,38,41,45,59,70,53
15921926,46,39,48,31,36,57,26,24,52,38,40,45,60,68,53
15921927,46,38,49,31,35,57,26,24,52,39,40,46,58,68,53
15921928,46,39,49,31,35,57,26,24,52,40,38,47,58,69,54
15921929,46,39,49,31,35,57,25,24,52,42,38,47,57,67,54
15921930,46,38,46,31,37,57,25,23,51,41,38,48,57,68,53
15921931,44,38,47,32,36,57,24,23,50,40,38,46,56,67,52
15921932,45,38,49,35,37,57,24,26,50,41,39,46,57,67,53
15921933,45,39,49,32,37,57,25,26,50,42,41,46,58,67,53
15921934,46,39,49,32,36,57,25,27,50,42,42,46,57,68,53
15921935,46,39,49,32,37,57,24,28,50,42,42,46,57,68,53
15921936,46,39,49,32,37,59,24,28,51,43,42,47,56,68,54
15921937,46,39,49,32,37,59,23,28,51,43,42,47,56,68,54
15921938,46,38,49,33,37,59,24,28,52,45,43,48,55,67,54
15921939,46,39,49,33,37,58,24,28,52,45,44,48,54,67,54
15921940,46,40,48,34,38,58,24,28,52,46,43,48,54,66,54
15921941,46,41,47,35,38,58,25,29,51,46,44,48,56,67,54
15921942,46,42,47,35,38,59,25,30,53,46,44,49,55,68,53
15921943,46,42,47,36,38,59,25,31,56,46,45,49,56,68,53
15921944,46,42,46,36,38,59,26,31,56,44,46,49,56,67,53
15921945,46,42,46,36,38,58,26,32,55,44,47,49,56,66,53
15921946,46,42,45,36,37,57,26,30,54,43,46,47,56,67,54
15921947,46,42,45,37,40,55,27,30,55,44,46,47,56,68,54
15921948,47,42,44,37,40,56,28,29,56,45,46,47,56,68,55
15921949,47,44,46,37,40,56,28,29,56,46,46,46,56,69,54
15921950,48,45,46,37,40,56,27,29,56,46,45,46,56,69,54
15921951,49,46,46,37,41,55,27,29,56,46,45,47,58,70,53
15921952,49,46,46,38,41,56,27,29,56,46,46,47,60,71,54
15921953,49,46,46,38,41,56,28,30,55,46,45,47,60,72,54
15921954,49,47,45,39,43,56,28,30,55,46,45,48,60,72,53
15921955,48,47,45,39,44,56,28,30,55,46,46,46,60,71,55
15921956,48,49,46,39,45,56,27,30,57,46,47,46,59,70,55
15921957,50,49,45,38,44,56,27,31,56,46,47,46,59,70,54
15921958,50,49,48,37,44,57,27,31,59,46,48,46,59,71,53
15921959,50,49,46,37,43,58,28,31,59,45,47,46,59,71,53
15921960,50,50,46,38,43,57,28,31,59,46,47,46,59,71,55
15921961,50,48,46,37,41,58,27,31,60,47,47,47,59,71,56
15921962,47,48,46,38,41,58,26,29,61,47,47,45,59,71,56
15921963,49,49,46,38,41,59,27,29,62,47,47,44,60,72,56
15921964,49,50,46,39,41,59,27,29,58,46,47,44,62,71,56
15921965,49,50,46,39,40,60,28,30,59,45,48,46,62,70,56
15921966,50,49,46,39,42,60,28,31,61,49,49,48,63,72,56
15921967,50,49,46,39,42,60,28,32,60,49,50,49,62,71,56
15921968,50,49,46,39,42,60,29,32,61,50,49,49,62,71,54
15921969,51,49,46,39,44,60,29,33,61,50,49,49,61,73,54
15921970,51,49,46,38,44,61,29,33,61,50,48,50,62,73,55
15921971,51,50,44,38,45,61,29,34,63,50,48,50,62,74,55
15921972,51,50,42,38,44,62,29,34,63,50,47,51,62,74,55
15921973,52,50,42,38,44,62,29,35,63,49,48,51,62,75,55
15921974,54,49,42,38,45,61,29,35,62,50,49,51,63,75,54
15921975,54,49,42,37,45,60,30,35,60,48,48,50,62,76,53
15921976,54,47,42,36,45,61,31,35,60,48,47,50,61,76,53
15921977,55,47,42,36,45,61,30,35,60,48,47,51,61,76,54
15921978,55,49,42,36,44,57,30,35,59,48,47,53,60,77,55
15921979,54,49,42,36,43,57,30,35,58,47,47,52,62,77,54
15921980,54,48,42,36,43,57,30,35,58,47,47,52,62,77,54
15921981,54,47,42,36,43,56,30,35,58,48,47,51,62,76,54
15921982,54,46,43,36,43,56,30,33,58,48,48,52,62,75,55
15921983,54,46,43,36,43,56,30,33,58,46,48,52,62,74,55
15921984,54,46,44,36,43,56,30,33,58,46,48,52,62,74,55
15921985,54,45,44,37,43,57,30,33,59,46,48,52,60,74,55
15921986,54,45,44,37,43,57,30,33,60,46,48,51,59,74,54
15921987,54,45,46,37,43,58,29,33,60,46,48,51,59,74,54
15921988,54,45,45,36,43,59,29,33,60,46,48,51,59,74,53
15921989,54,45,45,36,43,58,29,33,61,46,48,51,58,73,53
15921990,54,45,46,35,44,58,27,33,61,47,47,51,59,73,54
15921991,54,45,46,35,45,58,27,33,61,47,47,51,59,73,54
15921992,54,45,48,36,46,58,27,33,59,48,46,51,58,73,54
15921993,54,47,47,35,44,58,26,34,61,50,46,52,58,73,54
15921994,52,47,47,35,44,57,26,34,61,49,45,53,58,73,54
15921995,52,46,48,36,44,57,27,33,61,49,45,52,58,72,55
15921996,51,46,48,35,44,57,27,33,61,49,45,53,58,71,55
15921997,52,46,46,36,43,56,27,32,61,49,45,52,58,71,55
15921998,51,48,46,37,43,56,29,32,61,49,45,52,58,71,56
15921999,51,48,45,37,43,56,29,32,61,47,45,52,57,70,56
15922000,52,47,46,37,43,57,28,32,61,47,45,51,57,70,56
15922001,52,47,47,37,40,56,28,32,58,46,44,51,57,68,56
15922002,52,48,47,37,41,56,29,32,58,46,44,51,58,68,56
15922003,52,49,47,36,41,56,29,34,58,46,44,50,58,68,57
15922004,52,48,47,36,41,55,29,35,58,46,46,49,58,67,55
15922005,52,48,46,36,40,54,29,35,58,46,46,49,58,67,57
15922006,51,48,46,36,40,54,29,35,60,46,46,49,57,69,56
15922007,51,48,46,36,40,54,29,35,60,46,46,50,55,69,56
15922008,52,48,46,36,40,52,29,34,61,46,46,50,54,72,54
15922009,51,47,46,36,40,52,29,33,60,47,43,50,54,72,54
15922010,51,48,46,36,40,52,29,33,60,47,43,50,54,71,54
15922011,51,48,45,36,41,52,28,34,59,48,43,50,54,71,54
15922012,52,48,45,36,41,53,28,34,59,48,43,50,54,71,55
15922013,52,48,46,36,41,53,29,34,60,48,43,50,54,71,55
15922014,51,48,46,36,41,53,29,33,59,48,42,50,55,70,56
15922015,50,48,46,37,42,53,30,33,60,49,42,50,55,70,56
15922016,49,50,46,39,43,52,30,33,61,49,42,50,55,71,56
15922017,50,49,48,39,43,52,30,33,60,49,42,50,55,70,56
15922018,51,48,49,39,43,53,31,32,61,48,42,50,55,70,55
15922019,52,48,49,40,43,53,32,33,62,48,40,50,55,70,54
15922020,51,48,49,40,43,55,33,34,62,48,40,51,57,71,54
15922021,51,48,48,40,43,54,34,34,62,48,40,51,57,71,55
15922022,51,46,48,40,43,54,34,34,61,48,40,52,56,71,55
15922023,52,46,48,40,43,55,34,34,61,48,40,52,55,70,55
15922024,50,46,48,40,43,56,34,36,61,48,40,51,56,70,55
15922025,48,49,47,40,43,56,36,36,59,48,42,50,56,68,56
15922026,48,49,49,39,43,56,36,36,61,48,41,50,56,67,57
15922027,49,50,50,38,44,55,36,36,61,48,42,51,57,66,57
15922028,50,50,51,38,44,56,37,36,61,47,42,51,57,66,57
15922029,48,52,50,38,44,57,37,37,61,49,43,51,57,65,57
15922030,47,51,51,37,44,57,37,37,61,48,43,51,56,64,57
15922031,47,51,51,38,44,58,38,37,61,48,43,51,55,65,56
15922032,45,51,49,38,44,57,39,38,60,49,42,50,55,64,57
15922033,46,51,49,38,43,56,38,38,60,49,42,50,55,63,57
15922034,47,52,50,38,46,57,38,38,59,49,43,52,55,65,56
15922035,47,53,50,38,46,58,38,38,59,49,43,52,56,66,57
15922036,47,53,50,38,46,58,38,38,59,49,44,53,57,67,57
15922037,47,53,50,38,46,58,38,38,60,49,44,53,57,68,56
15922038,47,53,50,38,48,58,38,38,59,49,45,53,57,68,56
15922039,48,53,51,38,48,58,38,38,60,50,44,52,56,68,56
15922040,48,53,50,39,48,57,37,38,60,50,44,52,55,68,54
15922041,49,53,50,39,48,57,37,39,60,51,44,53,55,68,54
15922042,49,53,50,40,47,58,37,39,60,51,45,53,55,69,53
15922043,49,53,50,40,47,57,38,40,60,51,44,52,55,69,53
15922044,49,53,50,39,47,57,38,40,60,51,44,52,55,69,53
15922045,49,53,51,41,47,59,40,40,61,51,44,52,55,70,54
15922046,49,53,50,40,48,59,40,40,61,52,44,52,55,71,52
15922047,49,53,50,40,48,58,40,40,60,52,44,51,55,72,52
15922048,49,52,51,41,48,55,40,40,59,51,42,51,55,72,53
15922049,49,52,51,41,48,56,40,40,57,48,42,51,56,72,54
15922050,49,52,51,41,48,56,39,41,57,48,43,52,55,70,54
15922051,49,52,52,42,48,55,40,42,57,49,43,51,55,68,55
15922052,49,52,52,42,47,53,40,43,57,49,42,51,54,69,55
15922053,49,52,52,43,46,53,40,43,57,49,42,51,54,69,55
15922054,47,52,52,43,46,53,40,43,57,49,42,51,53,69,54
15922055,47,51,52,42,46,53,40,44,57,49,42,51,53,69,56
15922056,48,51,52,42,46,53,40,45,57,49,41,51,52,69,57
15922057,48,52,54,42,46,52,40,45,58,49,42,52,53,68,58
15922058,49,51,54,41,46,52,41,45,58,50,42,53,55,66,58
15922059,48,51,54,41,46,51,41,45,57,51,42,54,54,66,58
15922060,48,51,53,41,46,49,41,45,56,51,42,53,55,66,59
15922061,49,52,53,41,46,49,42,45,55,52,42,55,55,64,58
15922062,49,51,51,41,46,49,40,44,55,52,43,55,55,64,60
15922063,48,51,52,41,46,48,40,44,55,51,43,55,53,64,60
15922064,48,50,54,40,45,49,40,44,54,50,43,53,52,64,61
15922065,48,51,54,39,45,49,40,44,54,51,44,53,53,65,62
15922066,48,52,55,39,45,49,41,44,53,50,45,55,51,65,62
15922067,48,52,56,38,45,49,41,46,54,48,46,53,51,64,64
15922068,46,52,56,37,45,50,43,46,54,48,47,53,51,65,63
15922069,46,52,56,37,44,51,44,46,54,48,48,54,51,66,62
15922070,46,53,56,38,42,52,44,47,53,48,49,54,51,67,62
15922071,48,53,56,38,43,53,45,47,53,48,50,54,52,66,63
15922072,49,53,56,39,43,55,44,47,53,48,49,55,52,66,63
15922073,49,53,56,39,45,55,45,47,52,49,49,55,52,66,61
15922074,49,53,56,39,45,55,45,47,52,49,50,55,51,66,62
15922075,48,52,55,40,45,55,45,46,52,49,49,55,51,63,61
15922076,49,52,55,40,44,57,45,47,53,49,50,55,51,63,63
15922077,49,53,55,41,44,57,45,47,53,49,50,56,50,64,63
15922078,50,52,54,41,44,57,45,47,53,48,51,58,50,64,63
15922079,51,51,54,41,44,57,45,47,54,48,51,59,50,63,62
15922080,51,51,54,42,44,59,45,48,55,46,51,60,50,63,62
15922081,52,51,56,42,41,59,46,48,56,46,51,59,50,62,63
15922082,52,51,55,41,41,59,46,47,56,46,53,59,50,62,62
15922083,51,52,53,38,40,59,46,44,57,46,51,59,49,60,61
15922084,52,51,56,38,40,60,45,44,57,45,47,59,51,61,61
15922085,51,51,57,38,40,60,45,44,58,45,47,59,51,61,61
15922086,53,52,58,38,39,60,45,43,58,45,48,59,51,62,62
15922087,55,53,58,38,39,58,45,44,58,44,48,58,51,62,62
15922088,55,54,58,38,39,59,45,44,58,45,48,58,52,65,62
15922089,55,55,59,37,38,59,45,44,57,46,48,58,52,64,62
15922090,55,53,59,37,38,59,45,44,57,47,47,58,52,64,62
15922091,55,52,60,36,37,59,45,44,57,46,47,58,52,64,62
15922092,56,52,60,35,37,59,45,43,57,46,47,58,50,63,62
15922093,56,52,60,35,37,58,45,42,56,47,47,57,50,64,63
15922094,56,53,61,35,37,58,45,41,52,48,46,57,49,65,64
15922095,56,53,61,36,37,58,45,43,52,48,46,57,51,65,66
15922096,55,54,62,37,38,59,45,42,54,48,45,58,52,64,66
15922097,55,54,62,37,38,59,45,44,54,48,45,57,54,64,65
15922098,55,54,61,36,36,60,44,45,54,46,45,57,55,66,65
15922099,54,54,61,36,36,59,43,45,54,46,46,57,57,66,64
15922100,54,52,58,38,36,59,43,45,55,45,46,57,57,65,64
15922101,53,50,59,38,36,59,45,46,56,46,46,57,57,66,64
15922102,52,49,60,38,35,59,46,46,57,46,46,57,56,66,65
15922103,52,49,60,37,36,58,46,46,57,48,44,57,55,65,65
15922104,52,50,61,38,37,58,45,45,59,48,44,57,55,64,65
15922105,52,49,61,37,35,58,45,46,59,48,44,56,55,65,65
15922106,52,50,61,37,34,58,45,46,59,48,43,57,55,65,63
15922107,52,48,60,37,33,58,45,46,57,48,42,57,55,65,62
15922108,50,48,60,38,34,58,45,45,57,48,42,57,55,66,63
15922109,50,48,57,39,34,57,45,45,54,48,42,56,55,66,64
15922110,51,48,57,39,35,56,43,45,54,48,43,55,56,67,64
15922111,51,47,58,39,35,55,43,45,54,47,43,54,55,65,63
15922112,51,47,58,40,36,54,43,45,53,47,43,53,54,65,62
15922113,52,47,60,39,36,54,43,45,53,49,43,53,53,64,63
15922114,50,46,61,39,36,53,42,45,53,50,43,53,52,65,64
15922115,50,46,61,39,36,53,42,45,53,50,43,54,50,64,64
15922116,51,46,62,39,36,52,42,44,52,51,41,52,51,64,64
15922117,50,47,62,40,34,51,42,43,50,45,40,52,50,63,64
15922118,53,47,62,40,34,52,42,42,50,46,39,53,50,63,66
15922119,53,47,62,40,34,52,41,43,50,46,39,53,50,62,66
15922120,52,48,62,40,32,52,41,42,51,46,39,53,50,61,67
15922121,52,48,62,41,32,51,43,42,51,46,39,52,49,62,65
15922122,52,48,62,42,32,50,44,40,50,46,39,52,49,61,65
15922123,52,48,62,42,34,49,44,41,50,46,39,51,49,60,67
15922124,52,48,62,43,34,49,44,41,51,46,38,51,49,60,68
15922125,52,48,62,43,33,49,44,42,51,46,38,51,48,60,68
15922126,52,48,63,43,33,49,43,43,51,47,38,51,49,59,68
15922127,53,48,64,43,33,48,42,43,53,48,38,51,50,58,69
15922128,53,48,64,43,33,48,42,43,55,48,38,50,50,59,67
15922129,53,45,66,44,33,48,43,43,55,49,38,48,50,58,66
15922130,53,45,66,44,33,47,42,44,55,50,38,47,48,58,66
15922131,53,45,66,44,34,47,43,44,55,50,38,47,48,58,66
15922132,53,45,66,44,34,47,43,45,53,50,38,47,48,58,66
15922133,53,45,64,45,34,47,45,46,52,50,37,46,51,58,66
15922134,54,45,64,45,34,47,45,46,52,51,36,46,51,59,66
15922135,54,45,63,45,35,49,45,47,53,51,36,45,51,59,66
15922136,55,45,63,44,35,49,46,48,53,51,38,43,51,59,67
15922137,55,46,63,44,35,49,46,47,53,51,39,45,52,59,67
15922138,56,46,61,45,35,49,47,47,53,52,38,45,52,60,67
15922139,56,46,61,45,35,48,47,47,53,53,38,46,52,60,67
15922140,57,47,61,45,35,48,47,48,53,55,38,46,52,61,68
15922141,57,46,60,45,34,47,47,49,53,54,38,46,51,61,68
15922142,57,47,60,46,33,47,48,50,56,55,38,46,52,61,68
15922143,58,47,58,46,32,47,48,50,57,54,38,46,52,61,68
15922144,58,45,58,46,32,47,48,51,55,52,38,45,52,61,69
15922145,59,45,58,46,33,47,48,52,55,52,38,45,53,61,69
15922146,59,46,57,46,34,47,47,52,55,53,38,44,53,62,69
15922147,59,48,58,46,34,47,47,52,56,53,38,42,53,62,69
15922148,60,48,58,45,34,48,47,54,56,53,38,42,53,62,69
15922149,60,46,59,45,34,48,45,54,56,53,38,44,53,63,67
15922150,61,47,59,45,34,48,46,54,56,53,38,44,54,63,67
15922151,60,47,58,45,35,47,46,54,56,53,38,44,54,65,68
15922152,60,47,57,45,35,47,46,55,58,53,39,44,55,65,68
15922153,60,46,57,45,37,47,45,55,58,54,39,44,53,66,68
15922154,61,45,57,45,37,48,45,53,59,55,39,44,53,69,67
15922155,61,45,57,45,37,49,45,52,58,55,37,44,53,69,67
15922156,61,46,57,45,37,49,45,52,58,55,37,45,54,68,65
15922157,62,46,56,45,37,50,45,53,57,55,37,45,54,66,65
15922158,62,46,56,45,37,49,45,53,57,56,37,44,54,65,65
15922159,62,47,56,45,37,49,46,53,56,56,37,44,54,62,65
15922160,62,49,57,46,37,49,46,53,56,55,38,44,54,60,66
15922161,62,48,58,47,36,49,46,53,56,57,38,44,54,60,66
15922162,62,49,59,47,35,49,47,51,56,56,38,45,55,61,66
15922163,61,51,61,47,35,48,47,51,57,56,38,46,57,62,65
15922164,60,52,60,47,36,48,46,51,56,56,38,46,57,62,65
15922165,60,53,61,47,36,49,46,52,57,56,39,48,56,62,65
15922166,60,53,62,47,35,49,45,52,55,55,39,48,55,63,65
15922167,60,51,62,45,34,51,44,53,55,55,39,48,55,64,66
15922168,59,53,60,46,34,51,45,53,56,56,39,48,55,65,68
15922169,58,53,59,46,34,50,45,53,57,56,39,48,55,65,68
15922170,57,53,59,45,35,49,44,53,56,56,40,49,56,67,68
15922171,57,53,59,46,35,48,43,52,56,57,40,48,54,66,68
15922172,57,54,59,46,36,50,43,55,56,57,40,48,55,67,67
15922173,57,54,59,48,38,51,43,55,59,57,40,47,55,69,68
15922174,56,55,60,49,40,52,43,55,59,57,40,47,55,70,68
15922175,56,56,62,50,41,51,43,53,59,57,41,47,57,70,68
15922176,56,53,62,51,41,51,41,53,60,57,39,46,57,70,67
15922177,56,54,60,52,41,52,43,55,58,57,39,47,59,71,66
15922178,56,54,59,52,41,52,43,55,61,57,38,46,59,71,65
15922179,55,54,58,52,41,51,42,56,61,56,38,46,59,71,65
15922180,55,53,58,52,42,50,42,56,60,54,37,45,59,71,64
15922181,56,53,57,56,42,50,42,56,59,54,37,45,61,71,64
15922182,56,53,57,55,42,49,42,56,59,54,37,48,61,71,64
15922183,56,53,60,55,42,48,41,55,59,53,37,48,62,71,64
15922184,55,52,60,55,42,48,42,57,59,53,38,48,62,72,65
15922185,55,51,60,55,39,49,44,58,60,53,37,46,63,71,65
15922186,56,50,60,55,39,48,44,58,60,53,37,46,62,70,63
15922187,56,50,60,55,39,49,45,59,60,52,36,45,60,69,63
15922188,56,51,61,55,40,50,45,59,59,52,36,46,61,68,63
15922189,56,51,62,55,38,51,45,59,59,51,35,46,62,68,65
15922190,55,52,61,55,38,52,44,59,58,51,37,46,61,68,65
15922191,55,52,61,55,39,54,43,62,58,51,37,46,61,68,65
15922192,54,53,61,55,39,55,43,61,59,50,38,45,62,69,65
15922193,54,53,61,54,40,54,43,61,59,50,37,45,61,68,64
15922194,55,54,61,55,40,54,42,60,59,50,38,45,61,68,64
15922195,55,55,61,55,40,56,43,60,59,50,38,46,61,69,66
15922196,55,55,59,53,40,54,41,60,58,50,38,46,61,70,65
15922197,55,57,59,53,40,54,41,59,60,49,38,45,61,69,64
15922198,55,58,59,53,40,54,41,59,60,49,38,45,61,69,64
15922199,55,58,58,53,42,54,41,59,60,49,39,45,60,69,64
15922200,55,58,58,53,42,53,41,59,60,49,39,45,60,71,64
15922201,55,59,58,53,42,53,41,58,60,49,38,45,60,71,64
15922202,55,59,57,53,45,53,40,57,61,46,38,45,60,72,63
15922203,55,59,57,52,45,53,40,56,62,47,39,45,60,72,64
15922204,58,59,58,52,45,53,40,56,62,47,39,45,60,72,64
15922205,58,59,58,52,45,53,42,56,62,47,39,46,60,72,64
15922206,58,63,58,52,45,53,42,55,62,48,39,46,60,73,63
15922207,58,63,59,52,46,54,42,54,62,49,39,46,60,72,62
15922208,58,62,57,53,46,54,44,54,62,49,38,46,59,72,61
15922209,57,62,57,54,46,54,43,54,62,48,38,45,57,73,61
15922210,58,62,57,54,49,56,43,56,62,48,39,44,59,73,62
15922211,58,62,57,54,49,56,43,56,62,48,39,44,59,73,62
15922212,56,62,57,54,50,57,42,56,62,47,40,44,59,73,62
15922213,56,62,57,54,50,58,42,56,62,48,39,44,59,73,61
15922214,56,61,56,55,50,58,44,55,64,50,39,44,59,73,61
15922215,55,62,54,55,49,57,44,55,64,50,39,45,59,74,60
15922216,55,62,54,55,49,57,45,55,65,49,38,45,58,74,60
15922217,55,61,53,55,49,57,45,55,65,49,37,43,58,74,60
15922218,54,61,54,58,49,57,45,54,64,50,37,43,58,74,59
15922219,54,61,54,59,48,55,43,55,64,50,37,43,58,73,60
15922220,54,61,54,59,47,56,42,55,64,50,36,42,59,72,60
15922221,53,60,54,58,46,55,42,54,65,50,35,42,59,71,60
15922222,51,60,54,58,45,55,41,54,66,50,35,43,57,71,59
15922223,50,60,54,57,45,53,42,54,65,50,35,43,57,71,59
15922224,50,60,54,58,43,54,41,53,65,50,35,44,57,71,60
15922225,50,60,54,57,43,54,41,53,66,50,34,44,57,72,60
15922226,50,60,54,56,43,54,41,54,67,51,34,45,57,72,60
15922227,49,60,54,55,44,52,43,54,66,51,34,47,57,71,58
15922228,48,59,54,54,45,53,44,54,67,51,36,46,56,71,58
15922229,48,59,54,54,45,52,44,54,67,51,35,44,56,71,58
15922230,47,59,54,56,46,53,44,54,66,50,36,43,56,71,58
15922231,49,59,56,55,45,51,46,53,65,50,36,42,56,71,58
15922232,48,59,55,56,45,51,45,53,65,51,36,42,57,72,57
15922233,48,59,55,56,45,53,45,53,65,51,34,42,58,72,57
15922234,48,58,55,56,45,52,45,53,65,50,34,43,58,73,57
15922235,47,58,52,57,46,52,45,54,67,50,34,43,55,73,57
15922236,47,58,51,57,46,52,46,53,66,51,34,43,54,72,58
15922237,47,57,50,57,46,52,46,54,67,51,34,44,54,71,57
15922238,46,56,50,57,46,52,46,53,67,52,34,44,54,71,55
15922239,46,55,50,57,46,50,46,53,67,51,33,45,53,68,55
